account,opportunity_id,sales_agent,deal_stage,product,close_date,close_value,created_on
Stark Industries,YV6RGBCM,Markita Hansen,Lost,MGRPFU,2017-05-05,0.0,2017-02-02
Lexiqvolax,1K2C3HKN,Marty Freudenburg,Won,GTXPlusBasic,2017-12-26,1304.0,2017-12-16
,MIEYBFO2,Cecily Lampkin,In_Progress,MGRPFU,,,2017-08-07
,42UAN7ZW,Darcel Schlecht,In_Progress,GTXPro,,,2017-08-16
,7RCWQDLW,Garret Kinder,In_Progress,GTXBasic,,,2017-04-16
,DOUWFBTC,James Ascencio,In_Progress,GTXPlusBasic,,,2017-10-06
Kan-code,WDB19RGQ,Lajuana Vencill,Won,GTXPlusBasic,2017-11-08,848.0,2017-11-03
Genco Pura Olive Oil Company,3T3GZ2X7,Cassey Cress,Lost,GTXBasic,2017-10-15,0.0,2017-07-23
Doncon,K4C3OD3X,Kami Bicknell,Won,GTXPlusBasic,2017-09-02,1460.0,2017-08-08
,Y4VH60WX,James Ascencio,In_Progress,GTXPlusBasic,,,2017-04-16
,9DECHGNH,Corliss Cosme,Lost,GTXBasic,2017-05-03,0.0,2017-03-22
Ganjaflex,PTSFY1TN,Niesha Huffines,Won,MGRPFS,2017-08-29,76.0,2017-08-08
,E1VQR8Z7,Cassey Cress,In_Progress,MGRPFS,,,2017-01-28
,H72VD5CI,Versie Hillebrand,In_Progress,MGRPFU,,,2017-11-03
Faxquote,4T4IS8M2,Jonathan Berthelot,Won,GTXPlusPro,2017-08-01,4000.0,2017-05-25
,HEF3WGXR,Cecily Lampkin,In_Progress,GTXPlusBasic,,,2017-08-18
,QXM4W691,Zane Levy,In_Progress,GTXPlusBasic,,,2017-04-14
Ron-tech,5354QVRD,Reed Clapper,Won,MGRPFU,2017-08-02,3856.0,2017-04-18
,GCGTAJ6R,Darcel Schlecht,In_Progress,GTXPlusPro,,,2017-10-08
,28SLH9ZK,Darcel Schlecht,In_Progress,GTXPro,,,2017-09-04
Sunnamplex,RQA5I3SZ,Violet Mclelland,Won,GTXPlusPro,2017-12-12,6043.0,2017-09-11
Groovestreet,595L7C52,Marty Freudenburg,Won,GTXPlusBasic,2017-08-29,1180.0,2017-06-13
Stark Industries,C7V77S0S,Kami Bicknell,Won,GTXBasic,2017-09-30,753.0,2017-09-12
,CTAGVNKS,Boris Faz,Lost,GTXPlusBasic,2017-08-05,0.0,2017-07-21
Toughzap,2486AB18,Maureen Marcano,Won,GTXPlusBasic,2017-08-28,1249.0,2017-08-07
,FXJ3VW3V,Moses Frase,In_Progress,MGRPFU,,,2017-05-12
Cancity,0HHGI9F7,Vicki Laflamme,Won,MGRPFU,2017-07-05,3821.0,2017-04-19
Bioplex,UBPGG5SQ,Marty Freudenburg,Won,MGRPFS,2017-06-17,76.0,2017-03-08
,COYMQKIY,Lajuana Vencill,In_Progress,MGRPFU,,,2017-01-01
,BLE6AMHF,Markita Hansen,Lost,GTXPlusPro,2017-08-16,0.0,2017-07-30
Betasoloin,G5CRSSJI,Zane Levy,In_Progress,GTXPlusBasic,,,2017-09-07
Conecom,1K93ZHOA,Reed Clapper,Lost,MGRPFU,2017-12-19,0.0,2017-09-30
Zumgoity,1U5LWIPV,Cassey Cress,Won,MGRPFU,2017-06-01,5147.0,2017-04-03
,8Z90IDZW,Gladys Colclough,In_Progress,GTXPro,,,2017-06-14
,8UYH3YDX,Niesha Huffines,In_Progress,GTXPro,,,2017-12-09
Kan-code,L5J23R7C,Jonathan Berthelot,Won,GTXBasic,2017-07-18,669.0,2017-05-04
,2ZNG64R9,Gladys Colclough,In_Progress,MGRPFS,,,2017-09-04
Kan-code,0GF7DP07,Cecily Lampkin,Won,GTXPlusPro,2017-06-12,4021.0,2017-03-17
Silis,HRR1K9RE,James Ascencio,Won,GTXPro,2017-07-10,5057.0,2017-04-20
Singletechno,I36F54RF,Darcel Schlecht,Won,GTXPro,2017-04-27,9281.0,2017-04-14
Silis,M2XULHAI,Maureen Marcano,In_Progress,GTXPlusBasic,,,2017-03-25
,BQP975F6,Anna Snelling,In_Progress,MGRPFS,,,2017-12-17
,5HZBFORJ,Vicki Laflamme,Lost,MGRPFS,2017-05-15,0.0,2017-05-08
,76GK0THX,Cecily Lampkin,Lost,GTXPlusBasic,2017-05-23,0.0,2017-03-21
Wonka Industries,MXS5WHWX,Maureen Marcano,Won,GTXBasic,2017-08-06,595.0,2017-04-26
Dontechi,G8MBSS8M,Gladys Colclough,Won,GTXBasic,2017-09-19,546.0,2017-07-13
Domzoom,EMQD6BZ3,Cecily Lampkin,In_Progress,MGRPFU,,,2017-09-03
,9MKRCX0H,Reed Clapper,In_Progress,MGRPFU,,,2017-03-22
,4VP85NT0,Hayden Neloms,In_Progress,GTXPlusPro,,,2017-10-12
,Z0A50I5W,Niesha Huffines,In_Progress,GTXPlusBasic,,,2017-09-10
,4FZZKSTE,Anna Snelling,In_Progress,GTXPlusBasic,,,2017-11-17
,8196R5IT,Kary Hendrixson,Lost,GTXPro,2017-08-14,0.0,2017-05-17
,YOW4UQYY,Zane Levy,Lost,GTXBasic,2017-07-14,0.0,2017-04-22
Mathtouch,EAJZ9U10,Zane Levy,Won,GTXPlusBasic,2017-08-08,1152.0,2017-07-25
Konmatfix,2DFHKOGY,Daniell Hammack,Won,GTXBasic,2017-03-21,561.0,2017-02-11
,0CUJDI6Y,Daniell Hammack,In_Progress,GTXPro,,,2017-06-02
,D77C3SDH,Garret Kinder,In_Progress,MGRPFU,,,2017-11-21
Ganjaflex,KF2AI295,Cecily Lampkin,Won,GTXPlusPro,2017-08-12,6559.0,2017-07-20
Hooli,FQP0CJZ0,Cassey Cress,Won,GTXPlusPro,2017-12-21,8262.0,2017-12-03
,UN8TPN0Z,Violet Mclelland,In_Progress,MGRPFS,,,2017-04-30
Bluth Company,8VPQK277,Vicki Laflamme,Won,MGRPFS,2017-08-06,67.0,2017-05-18
Condax,7KKT1862,Kami Bicknell,Won,GTXBasic,2017-07-22,634.0,2017-04-21
,VDV478K6,Violet Mclelland,In_Progress,GTXBasic,,,2017-11-28
,INNUCEK0,Darcel Schlecht,In_Progress,GTXPlusBasic,,,2017-12-23
Streethex,B5Q3OO0A,Niesha Huffines,Won,GTXBasic,2017-12-25,677.0,2017-12-16
Ollivander's Wand Shop,ET23AXMF,Versie Hillebrand,Won,MGRPFU,2017-10-30,3382.0,2017-08-07
Sunnamplex,E1YW05HK,Reed Clapper,Won,MGRPFU,2017-10-07,4723.0,2017-08-03
,NLDRN4PX,Zane Levy,In_Progress,GTXPlusBasic,,,2017-07-17
Initech,F3W4T4IQ,Jonathan Berthelot,Won,MGRPFS,2017-06-29,56.0,2017-04-08
,WKNRHFMN,Markita Hansen,In_Progress,GTXPro,,,2017-08-01
Genco Pura Olive Oil Company,TDLLOXWE,Corliss Cosme,Lost,MGRPFU,2017-12-19,0.0,2017-12-05
Rangreen,XB0C2T48,Violet Mclelland,Won,GTXPro,2017-11-28,6261.0,2017-10-23
,9XP1J1U7,Donn Cantrell,Lost,GTXPro,2017-10-12,0.0,2017-08-08
,1CWWQFTC,Marty Freudenburg,In_Progress,MGRPFS,,,2016-12-28
,4IYT9S26,Daniell Hammack,Lost,GTXPlusBasic,2017-10-29,0.0,2017-10-23
,4PJX5WO8,Jonathan Berthelot,Lost,GTXBasic,2017-06-26,0.0,2017-02-26
Betasoloin,S2Y3WBVM,Cassey Cress,Lost,MGRPFS,2017-04-21,0.0,2017-01-16
Finjob,C0AVSKXQ,Jonathan Berthelot,Won,GTXBasic,2017-08-08,519.0,2017-05-29
,HSR6YFQC,Jonathan Berthelot,Lost,GTXPlusBasic,2017-09-19,0.0,2017-07-13
,NSHXZGT0,Jonathan Berthelot,Lost,MGRPFS,2017-10-15,0.0,2017-10-10
Toughzap,XCIZN3MH,James Ascencio,Won,GTXBasic,2017-09-11,602.0,2017-07-28
,T3A7Y09V,Anna Snelling,In_Progress,GTXBasic,,,2017-12-29
Lexiqvolax,I0APA7L7,Niesha Huffines,In_Progress,GTXPlusPro,,,2017-06-12
Dalttechnology,BZZ0IJB9,Garret Kinder,Lost,GTXPro,2017-11-17,0.0,2017-09-11
Sunnamplex,W9OVQ9RB,Lajuana Vencill,In_Progress,GTXPro,,,2017-08-12
,606ZLR1O,Kami Bicknell,In_Progress,MGRPFU,,,2017-08-16
,WBTIY0FK,Markita Hansen,Lost,GTXPlusPro,2017-08-21,0.0,2017-06-27
Lexiqvolax,UUFUK6MA,Versie Hillebrand,Won,MGRPFU,2017-05-14,3175.0,2017-03-17
Scotfind,FXNP9QKU,Darcel Schlecht,Lost,GTXPlusPro,2017-07-30,0.0,2017-05-12
Bioholding,MUZ4UP1Z,Darcel Schlecht,Won,GTXPro,2017-09-21,5901.0,2017-07-15
Plussunin,DSETMYO9,Hayden Neloms,Won,MGRPFS,2017-09-08,,2017-05-09
,J045HNPK,Jonathan Berthelot,In_Progress,GTXPro,,,2017-09-06
Krusty Krab,4HLTMPOL,Kami Bicknell,Won,GTXPlusBasic,2017-08-07,1681.0,2017-05-05
,ZPARQMTZ,Darcel Schlecht,Lost,MGRPFS,2017-05-21,0.0,2017-03-12
Statholdings,MHY23KI0,Markita Hansen,In_Progress,MGRPFS,,,2017-06-17
,W2DL1OQH,Boris Faz,Lost,GTXPro,2017-10-17,0.0,2017-10-09
Olivia Pope & Associates,TZVRPTZP,Niesha Huffines,Lost,GTXBasic,2017-06-27,0.0,2017-04-11
,1N3CVY0L,Reed Clapper,In_Progress,MGRPFS,,,2017-01-11
,IL3LDEOX,Zane Levy,Lost,GTXBasic,2017-08-16,0.0,2017-08-02
Xx-holding,5DRKOBQ7,Zane Levy,Won,GTXPro,2017-09-08,5524.0,2017-07-08
Ron-tech,Q8N4YBS1,Reed Clapper,Lost,GTXBasic,2017-05-15,0.0,2017-03-24
,JOW1MHE8,Garret Kinder,In_Progress,GTXPlusPro,,,2017-03-15
,Z582AKI6,Zane Levy,Lost,GTXBasic,2017-05-11,0.0,2017-03-31
,DH3BVMM0,Reed Clapper,In_Progress,GTXPlusPro,,,2017-03-25
Globex Corporation,9J76ZK2T,Garret Kinder,Won,GTXBasic,2017-12-03,521.0,2017-10-06
Dalttechnology,9FK9RY4S,Jonathan Berthelot,In_Progress,GTXPlusPro,,,2017-10-23
Genco Pura Olive Oil Company,QM4P5664,Donn Cantrell,In_Progress,GTXBasic,,,2017-06-25
Scotfind,JJIXA6RD,Versie Hillebrand,Won,MGRPFS,2017-09-06,68.0,2017-07-28
Dontechi,PFSO8WRT,Darcel Schlecht,In_Progress,GTXPro,,,2017-08-02
,93TEPW8V,Markita Hansen,In_Progress,GTXBasic,,,2017-09-18
Green-Plus,YJQ4UDZ6,Moses Frase,Won,GTXPlusPro,2017-09-16,6163.0,2017-08-13
Acme Corporation,ZX4HAUV4,Garret Kinder,Lost,GTXBasic,2017-10-31,0.0,2017-10-30
Good Burger,KL7O8GBB,Maureen Marcano,Won,GTXPlusPro,2017-11-09,5698.0,2017-08-21
Cheers,T0PFU6U8,Zane Levy,Won,GTXPlusBasic,2017-12-27,1373.0,2017-12-25
Goodsilron,JBU900DU,Anna Snelling,Won,GTXPlusBasic,2017-09-20,1025.0,2017-08-02
,8ZAO223B,Markita Hansen,In_Progress,GTXPlusBasic,,,2017-12-11
,RZUVZLFW,Gladys Colclough,In_Progress,GTXPlusPro,,,2017-04-28
Stanredtax,VZOC4PP5,Jonathan Berthelot,Won,GTXBasic,2017-08-09,500.0,2017-07-07
J-Texon,KCBBHMDX,Donn Cantrell,Won,GTXPlusBasic,2017-07-09,993.0,2017-06-01
Vehement Capital Partners,8BKX9SNS,Zane Levy,Won,GTXPlusBasic,2017-11-03,1390.0,2017-09-14
Globex Corporation,3R086751,Cassey Cress,Won,GTXPro,2017-06-13,6841.0,2017-03-29
,CXUP5HZN,Donn Cantrell,In_Progress,GTXPro,,,2017-07-10
,GPMPG4Y4,Rosalina Dieter,Lost,GTK500U,2017-10-14,0.0,2017-10-03
Gekko & Co,QC9A9YXY,Violet Mclelland,Lost,MGRPFS,2017-06-12,0.0,2017-02-17
,WI1GCOVM,Markita Hansen,In_Progress,GTXBasic,,,2017-12-31
Toughzap,L3AKR4D1,Maureen Marcano,Won,GTXPlusBasic,2017-08-18,1320.0,2017-05-18
,YPMQGGRJ,Hayden Neloms,Lost,MGRPFS,2017-05-13,0.0,2017-03-07
,I06EVL5S,Markita Hansen,In_Progress,GTXPlusPro,,,2017-05-13
Duff Beer,I7UJBMCZ,Jonathan Berthelot,Won,MGRPFS,2017-11-07,58.0,2017-09-19
Rantouch,26NH7SH5,Corliss Cosme,Won,MGRPFS,2017-09-30,50.0,2017-09-11
Zencorporation,VLMCYLC0,Gladys Colclough,Won,GTXPro,2017-04-08,6609.0,2017-02-25
Betasoloin,WNGKTP55,Daniell Hammack,Won,GTXPlusBasic,2017-11-14,1717.0,2017-08-08
Warephase,SPJXNAKV,Violet Mclelland,Won,GTXBasic,2017-12-14,669.0,2017-11-26
,PTLUTA2A,Vicki Laflamme,Lost,GTXPlusBasic,2017-11-05,0.0,2017-09-23
,6PLXLJ79,Rosie Papadopoulos,In_Progress,GTXPlusBasic,,,2017-12-01
,9PXZ49S7,Kary Hendrixson,In_Progress,GTXPlusBasic,,,2017-09-18
Sterling Cooper,5SIU3IRS,Vicki Laflamme,Won,GTXPlusBasic,2017-08-26,1884.0,2017-06-16
Zoomit,CP9ZG1J4,Jonathan Berthelot,Won,MGRPFS,2017-09-15,82.0,2017-09-06
Krusty Krab,1L43Y2BD,Darcel Schlecht,In_Progress,GTXPro,,,2017-11-08
Funholding,XOANWY8D,Cassey Cress,Won,MGRPFU,2017-07-14,3430.0,2017-05-13
,KVK43BYL,Lajuana Vencill,In_Progress,GTXPro,,,2017-08-19
,X48V0GAH,Rosalina Dieter,Lost,MGRPFS,2017-05-30,0.0,2017-05-18
,HUE4PDCN,Maureen Marcano,In_Progress,MGRPFS,,,2017-11-08
,RMJBF3DU,Kary Hendrixson,Lost,MGRPFU,2017-08-22,0.0,2017-05-22
,DBFWS4JU,Anna Snelling,Lost,GTXPro,2017-06-09,0.0,2017-05-28
Krusty Krab,6IAWMRD3,Markita Hansen,Won,GTXPlusBasic,2017-06-18,789.0,2017-06-03
Plexzap,ELQDZWDO,Wilburn Farren,Won,GTXPro,2017-05-29,3946.0,2017-03-15
,0QLL1HR1,Vicki Laflamme,In_Progress,GTXPlusPro,,,2017-12-23
Duff Beer,8K8VG0RF,Darcel Schlecht,Won,GTXPlusBasic,2017-07-15,1269.0,2017-05-16
Silis,00T15C2Y,Rosalina Dieter,Won,MGRPFS,2017-12-06,60.0,2017-11-27
,T3BFKESA,Violet Mclelland,In_Progress,GTXBasic,,,2017-08-18
,6EOLJZTE,Gladys Colclough,Lost,GTXPro,2017-06-11,0.0,2017-04-25
,19YW416O,Elease Gluck,In_Progress,MGRPFU,,,2017-10-16
Ontomedia,Q64Q99LC,Donn Cantrell,Won,GTXPlusBasic,2017-09-04,1101.0,2017-06-04
,PBWD5BKV,Versie Hillebrand,In_Progress,GTXPlusBasic,,,2017-08-26
,Z35LOGC3,Anna Snelling,Lost,MGRPFU,2017-10-02,0.0,2017-08-10
,KQ16AP39,Donn Cantrell,In_Progress,GTXPro,,,2017-05-03
,SZQC7KCO,Lajuana Vencill,Lost,GTXBasic,2017-07-11,0.0,2017-07-03
Krusty Krab,SBIWCB86,Kary Hendrixson,Won,GTXBasic,2017-07-04,371.0,2017-05-01
,BL4VPYNC,Violet Mclelland,In_Progress,GTXBasic,,,2017-10-25
Treequote,2QU0EPYZ,Vicki Laflamme,Lost,GTXBasic,2017-06-22,0.0,2017-05-05
Condax,XPPNEW9I,Jonathan Berthelot,In_Progress,GTXBasic,,,2017-11-11
Domzoom,9YZV97VW,Gladys Colclough,Lost,MGRPFS,2017-06-09,0.0,2017-05-24
Warephase,VPQUPV3P,Violet Mclelland,In_Progress,GTXBasic,,,2016-11-25
Zencorporation,2PJHF8R6,Rosalina Dieter,In_Progress,MGRPFU,,,2017-05-09
Scotfind,8175GJUK,Darcel Schlecht,Won,GTXPlusBasic,2017-09-07,1541.0,2017-06-12
Acme Corporation,QSXVCMTW,Violet Mclelland,Lost,MGRPFS,2017-09-22,0.0,2017-09-12
Zoomit,7TPXFUI4,Anna Snelling,Won,MGRPFU,2017-09-29,4851.0,2017-07-20
,C2D9FHLS,Cecily Lampkin,In_Progress,MGRPFU,,,2017-06-03
Betatech,5XLKFO9C,Violet Mclelland,Won,GTXBasic,2017-06-28,555.0,2017-03-14
,962K8ICI,Zane Levy,Lost,GTXPro,2017-12-10,0.0,2017-11-05
,V55FC3DC,Darcel Schlecht,In_Progress,GTXPro,,,2017-04-03
Faxquote,BWDDDX81,Darcel Schlecht,Won,GTXBasic,2017-08-01,722.0,2017-07-22
Isdom,QQUOBZGX,Vicki Laflamme,Won,MGRPFU,2017-12-04,4364.0,2017-09-29
,69N6UQJH,Jonathan Berthelot,In_Progress,GTXPlusBasic,,,2017-08-15
Lexiqvolax,Q9CJ4MDZ,Moses Frase,Won,GTXPlusBasic,2017-08-07,1124.0,2017-07-23
Hatfan,PJ2MQB6B,Kami Bicknell,Won,GTXPro,2017-09-16,6027.0,2017-08-04
Conecom,RUECUECL,Violet Mclelland,Won,GTXPlusBasic,2017-05-19,1085.0,2017-02-17
,2SH6GC4I,Wilburn Farren,In_Progress,GTXBasic,,,2016-12-06
Sonron,LQIODM7W,Zane Levy,Won,GTXPlusBasic,2017-12-29,1709.0,2017-11-17
Sterling Cooper,ID2HAVPI,Markita Hansen,Lost,GTXBasic,2017-06-23,0.0,2017-05-09
,V77484LQ,Lajuana Vencill,Lost,GTXPro,2017-07-18,0.0,2017-05-02
Gekko & Co,3IIBL11C,Reed Clapper,Won,GTXBasic,2017-12-01,676.0,2017-09-21
,PNK95BTX,Kami Bicknell,In_Progress,GTXPlusBasic,,,2017-04-09
,GS2IMJC4,James Ascencio,Lost,GTXBasic,2017-12-07,0.0,2017-08-27
Yearin,D9AZZFKG,Rosie Papadopoulos,Won,GTXPro,2017-12-07,4593.0,2017-09-17
Goodsilron,OQ92DA2Y,Darcel Schlecht,Won,GTXPlusBasic,2017-06-14,1111.0,2017-05-13
,XWQE8Z56,Moses Frase,In_Progress,GTXPlusBasic,,,2017-08-11
Condax,XVNBB9HM,Zane Levy,Lost,GTXPro,2017-12-12,0.0,2017-09-21
,QOQOX3HY,Versie Hillebrand,Lost,MGRPFU,2017-06-08,0.0,2017-05-02
Cyberdyne Systems,GKQWJDC0,Gladys Colclough,Won,GTXBasic,2017-09-13,368.0,2017-05-27
Donware,ZXN8BA46,Garret Kinder,In_Progress,GTXBasic,,,2017-05-07
Kan-code,ZW57QIT9,Rosie Papadopoulos,In_Progress,GTXPlusPro,,,2017-07-25
,SVXEP4LW,Maureen Marcano,In_Progress,GTXPlusPro,,,2017-11-08
Nam-zim,LWT6ZA5P,Jonathan Berthelot,Won,MGRPFS,2017-07-30,65.0,2017-04-30
Olivia Pope & Associates,R2RUTEWH,Anna Snelling,Won,GTXPlusPro,2017-08-08,5586.0,2017-05-18
,HWCH1K88,Hayden Neloms,Lost,MGRPFU,2017-08-02,0.0,2017-07-13
,1KMKTRZO,Darcel Schlecht,In_Progress,GTXPlusPro,,,2017-11-30
,5DYM7SZC,Cassey Cress,In_Progress,GTXPro,,,2017-12-21
,XPDYJUI4,Violet Mclelland,Lost,MGRPFS,2017-12-13,0.0,2017-12-07
Ontomedia,JJ5DVEBV,Reed Clapper,Won,MGRPFU,2017-10-12,4021.0,2017-09-24
Fasehatice,XXQP1IAK,Reed Clapper,Lost,MGRPFS,2017-05-21,0.0,2017-02-09
Wayne Enterprises,W4G88XBG,James Ascencio,Won,GTXBasic,2017-09-18,572.0,2017-09-13
The New York Inquirer,XVMPGAD6,Reed Clapper,Won,GTXBasic,2017-09-01,576.0,2017-07-08
,5O06Q4WD,Niesha Huffines,Lost,GTXPlusBasic,2017-09-14,0.0,2017-07-23
,001ZTSAL,Wilburn Farren,In_Progress,MGRPFS,,,2017-07-25
,JXG2EHSB,Jonathan Berthelot,Lost,GTXBasic,2017-12-07,0.0,2017-11-02
,P56AHKBF,Hayden Neloms,Lost,GTXPlusBasic,2017-04-19,0.0,2017-03-24
Wonka Industries,E3E76WG6,Hayden Neloms,Lost,MGRPFS,2017-10-11,0.0,2017-07-27
Xx-holding,NYQDL0CZ,Maureen Marcano,Won,MGRPFU,2017-12-17,3842.0,2017-08-17
,V9UTVSFT,Moses Frase,In_Progress,MGRPFU,,,2017-03-24
,OCIPRLZ0,Zane Levy,In_Progress,GTXBasic,,,2017-12-10
,L1BAODKY,Markita Hansen,In_Progress,MGRPFS,,,2017-05-12
,S6AGDDNI,Moses Frase,Lost,GTXPlusBasic,2017-05-27,0.0,2017-03-19
Funholding,00N7WACP,Boris Faz,Won,GTXPlusBasic,2017-10-27,1103.0,2017-08-16
Betasoloin,A7GR00R3,Violet Mclelland,Won,MGRPFS,2017-10-21,79.0,2017-08-22
,MLQ2PRRY,Boris Faz,In_Progress,GTXPlusBasic,,,2017-06-07
,H758RWC4,Gladys Colclough,In_Progress,MGRPFS,,,2017-07-30
,TY9WL2QV,Versie Hillebrand,In_Progress,GTXPlusPro,,,2017-08-04
Vehement Capital Partners,B0EGQROU,Markita Hansen,Won,MGRPFS,2017-12-19,54.0,2017-09-09
Soylent Corp,9U4IFQWM,Corliss Cosme,In_Progress,GTXPro,,,2017-12-23
,ONR1JTH8,Moses Frase,Lost,GTXPlusPro,2017-04-15,0.0,2017-02-08
Ollivander's Wand Shop,JCDCMQ5O,Versie Hillebrand,Lost,MGRPFU,2017-12-23,0.0,2017-09-29
Initech,Z369EXD9,Marty Freudenburg,Won,MGRPFS,2017-08-19,53.0,2017-06-15
,RUHZ41DA,Corliss Cosme,Lost,GTXBasic,2017-12-14,0.0,2017-10-20
Bluth Company,SEBVEWWT,Kami Bicknell,Won,GTXBasic,2017-08-29,768.0,2017-05-17
,OE948VWI,Violet Mclelland,In_Progress,GTXBasic,,,2017-05-08
Mathtouch,DJIMFRMR,Markita Hansen,In_Progress,MGRPFU,,,2017-06-29
,P09DOOGF,Versie Hillebrand,In_Progress,GTXBasic,,,2017-10-30
,JNIQX7JU,James Ascencio,In_Progress,GTXPlusPro,,,2017-12-30
,PLUHLG8W,Corliss Cosme,In_Progress,GTXBasic,,,2017-02-03
Ron-tech,NDUS9QRR,Donn Cantrell,Lost,MGRPFU,2017-09-04,0.0,2017-08-28
,MNA2BFLT,Lajuana Vencill,In_Progress,GTXPlusBasic,,,2017-11-25
Xx-holding,6U1LHP8F,Rosalina Dieter,Won,MGRPFU,2017-10-25,3742.0,2017-09-07
Fasehatice,TA5FHRH7,Donn Cantrell,Won,GTXBasic,2017-12-29,647.0,2017-12-23
,AIQMGLPS,Anna Snelling,Lost,GTXPlusPro,2017-08-23,0.0,2017-07-20
Rantouch,HOXCH7C1,Cassey Cress,Won,GTXPro,2017-06-28,3730.0,2017-04-07
Rangreen,V8HY1M7K,Daniell Hammack,Lost,GTXPro,2017-08-27,0.0,2017-06-09
,F1B3PWD2,Corliss Cosme,In_Progress,GTXPro,,,2017-08-17
,24WYMVJM,Daniell Hammack,Lost,GTXPro,2017-03-23,0.0,2017-01-01
Dalttechnology,TBCW6GOI,Maureen Marcano,Won,GTXBasic,2017-07-30,921.0,2017-07-16
Konex,8JU7JQG9,Cassey Cress,Won,GTXPro,2017-08-20,4795.0,2017-08-11
Genco Pura Olive Oil Company,7WHP1LE4,Cassey Cress,Won,GTXPlusBasic,2017-07-30,1077.0,2017-05-03
,16OTUCXS,Kary Hendrixson,In_Progress,GTXPlusBasic,,,2017-11-20
Zoomit,ZJWBCQ2A,Darcel Schlecht,Won,GTXPro,2017-09-17,6004.0,2017-07-08
Donquadtech,ESO77KTA,James Ascencio,Lost,GTXPlusPro,2017-05-06,0.0,2017-02-22
Cheers,6CSTY2JS,Maureen Marcano,In_Progress,GTXPlusBasic,,,2017-12-15
,G4LFP9FA,Cassey Cress,In_Progress,GTXPro,,,2017-12-10
Condax,3VUS8A43,Maureen Marcano,Won,GTXPlusBasic,2017-08-01,1387.0,2017-06-04
,GZYKL9JP,Lajuana Vencill,Lost,MGRPFS,2017-05-31,0.0,2017-03-09
Rundofase,SF9FPKXE,Jonathan Berthelot,In_Progress,GTXPlusBasic,,,2017-07-10
Stanredtax,64VRKF6V,Elease Gluck,Won,GTXPlusBasic,2017-03-26,1014.0,2017-01-01
Rantouch,UZE4BO57,Violet Mclelland,Won,MGRPFS,2017-06-01,50.0,2017-05-24
,T9SCCZX1,Vicki Laflamme,Lost,GTXBasic,2017-06-26,0.0,2017-03-28
Ron-tech,95Z0XR3U,Donn Cantrell,Won,GTXPro,2017-06-27,4041.0,2017-05-20
Dalttechnology,DERUDBOY,Maureen Marcano,Lost,GTXPlusPro,2017-09-02,0.0,2017-06-26
dambase,9KDLZ46X,Markita Hansen,Won,GTXBasic,2017-10-18,627.0,2017-08-05
,DMNLM7GR,Rosie Papadopoulos,In_Progress,GTXPro,,,2017-11-06
Faxquote,WGOAQP0Q,Darcel Schlecht,Won,GTXBasic,2017-06-15,643.0,2017-03-19
,4KZVOBKW,Zane Levy,Lost,GTXPlusBasic,2017-08-12,0.0,2017-05-22
Hatfan,1LZ1UTV2,Kary Hendrixson,Lost,GTXPro,2017-09-15,0.0,2017-09-01
Sterling Cooper,LDW8ZSAH,Zane Levy,Won,GTXPlusPro,2017-08-17,5951.0,2017-07-19
Wonka Industries,KH0EHTNZ,James Ascencio,Won,MGRPFS,2017-12-15,78.0,2017-09-09
,V0ITQ4R2,Vicki Laflamme,In_Progress,GTXBasic,,,2017-02-22
Inity,7L2CZ8CR,Wilburn Farren,In_Progress,GTXPlusBasic,,,2017-10-11
Cheers,W44QB33M,Rosalina Dieter,Won,MGRPFS,2017-05-01,49.0,2017-01-16
Dalttechnology,8NV95HRE,Kami Bicknell,Lost,GTXPro,2017-07-03,0.0,2017-05-11
,YIZZIJ3S,Daniell Hammack,In_Progress,GTXPlusPro,,,2017-05-08
Plussunin,0UJE543R,Kami Bicknell,Won,GTXPlusBasic,2017-09-23,1064.0,2017-08-05
Doncon,78LGG9YA,Kami Bicknell,Won,GTXBasic,2017-11-07,486.0,2017-09-27
Donquadtech,Y4HT5HTH,Markita Hansen,Won,GTXPro,2017-10-24,6461.0,2017-10-15
,XZGLWXIK,Daniell Hammack,In_Progress,GTXPlusBasic,,,2017-07-09
,B0Y6F5UI,Darcel Schlecht,In_Progress,GTXPro,,,2017-12-09
,YYZP2EAA,Moses Frase,Lost,GTXPlusBasic,2017-09-08,0.0,2017-08-18
Zencorporation,7B112KLA,Marty Freudenburg,Won,GTXBasic,2017-07-06,500.0,2017-06-25
Dontechi,D2NEQABK,Moses Frase,In_Progress,MGRPFS,,,2017-08-21
Stark Industries,XSL8V608,Vicki Laflamme,In_Progress,MGRPFU,,,2017-09-29
Globex Corporation,V1VEHPE3,Daniell Hammack,Won,GTXPro,2017-08-06,4622.0,2017-07-10
Inity,5EBLWB8H,Anna Snelling,Won,GTXPlusPro,2017-12-26,6483.0,2017-10-03
,8EG4G81H,Donn Cantrell,In_Progress,GTXBasic,,,2017-08-13
Scotfind,AEJB1ED6,Niesha Huffines,Won,GTXPro,2017-12-19,4277.0,2017-11-22
,NS1B2WGY,Maureen Marcano,Lost,GTXPlusBasic,2017-07-28,0.0,2017-05-19
,695HYG5Q,Darcel Schlecht,In_Progress,GTXPro,,,2017-08-12
Massive Dynamic,9H4OO02I,Violet Mclelland,Won,MGRPFS,2017-10-25,68.0,2017-07-29
Zencorporation,FS8VVDQ9,Daniell Hammack,In_Progress,GTXBasic,,,2017-01-09
